"county_index","target_cancer","AGE65","BROAD","CROWD","HCOST","NOHSDP","POV150","REMNRTY","SNGPNT","UNEMP","No_Vehicle_10_Miles","No_Vehicle_1_Mile","No_Vehicle_Half_Mile"
"48431","5.8","11.6","14.4","0","8.6","7.6","14","39.9","7.3","0","0.26246719160104987","0.26246719160104987","0.26246719160104987"
"47131","6.3","20.2","21.3","1.4","21.1","17","30.2","19.6","6.4","4.9","0.006287924041877574","1.4336466815480868","2.1819096425315183"
"28085","6.2","16.9","24","4.1","19.4","14.6","28.7","33.2","5.6","5.3","0.16060110700048755","1.5285783934153547","2.0218532220597094"
"28081","6.3","14.8","21.2","3.6","21.4","13.8","21","36","7.8","5.2","0","1.3339766011337595","1.9623688336750693"
"51520","6.5","22.1","23.6","1.4","27.6","13.2","30.4","12.2","8","3.7","0","1.1886739557050743","4.250070086907766"
"48199","6.2","16.9","15.8","2.6","18.3","11.5","20.3","14.9","7.8","4.2","0.17388121167749612","1.0268143131692138","1.37640706506818"
"38007","6.3","24.1","22","0.7","7.5","5.8","11.2","0","0","2.4","0.7662835249042145","0.7662835249042145","0.7662835249042145"
"49003","6.4","12.6","9.8","2.1","20.1","6.3","16","13.5","5","2.7","0.00400200100050025","0.28214107053526766","0.8704352176088044"
"13301","5.7","22.2","41.9","1.8","18.6","28.5","33.4","62","13.2","7.3","0.06856359273225918","2.8453890983887558","5.296537538567021"
"38057","6.5","20","15.5","2.3","15","9.7","18.9","9.4","3.1","3","0.16619183285849953","0.3798670465337132","0.43922127255460586"
"2150","5.6","11.4","10.4","9.8","20.7","9.5","12.2","52.6","6.3","5.8","0.8092995879929371","2.486756915832843","2.972336668628605"
"21103","6.4","17.2","23.6","3.1","26.8","15.7","27.8","9.3","6.6","5.4","0.02594706798131811","1.4076284379865074","1.6541255838090296"
"6055","5.9","19.3","8.3","6.1","25.7","14.8","13.2","49","5.1","4.9","0.0029307464611236485","0.32677823041528675","0.9385715541748484"
"22095","5.8","14.5","16.2","2.6","24.7","13.9","24.8","68.3","7.2","10.6","0.006532532009406846","1.151903144325407","1.9162093894260082"
"30031","6.3","12.7","9","1.4","27.4","2.6","17.8","9.6","3.4","2.1","0.011171561672606214","0.38877034620669626","0.6468334208438998"
"46119","6.4","25.5","22.1","0.5","18","3.4","14.9","5.9","2.1","0.3","1.0196649672250546","1.0196649672250546","1.0196649672250546"
"19021","5.9","15","14.5","4.2","16.7","20.6","22.7","43.3","4","5.9","0.029615004935834154","0.6910167818361304","1.031589338598223"
"8083","6.3","22.7","22.2","2.2","22.8","9.1","21.7","28.5","4","5.1","0.13706677109849227","0.6305071470530644","0.9281378500097905"
"22005","6.3","11.9","10.1","1.5","17.7","11.3","15.8","32.9","8.6","4.8","0","0.7013943944410763","1.1276407219139113"
"37035","6.3","17.7","15.4","2.9","19.5","13.5","22.1","25.8","6.4","5.8","0","0.9652884852097072","1.6338641340260953"
"38025","6.4","17.8","16.7","1.8","14.4","10.8","13","21.5","4.8","2.4","0.2828054298642534","0.3676470588235294","0.39592760180995473"
"40021","6.4","16.6","22.4","2","23.3","11.8","32.3","54.4","6.2","6.5","0.25751803690382447","1.6068274203503097","2.06227254346947"
"51650","5.9","15.3","13.4","1.7","35.5","7.4","23","63.1","10","6","0","0.6788614336854972","2.173375243749818"
"39159","6.5","12.2","7.3","0.7","14.5","5.6","8.6","11.8","4.2","3","0.12619502868068833","1.135755258126195","1.3365200764818355"
"41019","6.4","25.5","15.9","1.8","27.4","9.5","23.9","13.7","4.4","5.9","0.10588202513304912","1.1052597360379688","1.9393128813842684"
"42027","6.3","14.5","16.4","1.9","28.4","5.6","23.9","15.3","3.2","4.3","0.022079355802324827","0.8610948762906683","1.7234885382167675"
"22039","6.1","15.2","26.3","3.8","27","25.1","44.6","34.9","11.3","13.6","0.05296610169491525","2.1657250470809792","3.7929613935969866"
"5079","5.9","15.5","43.7","1.3","15.6","18.8","26.3","36","5.4","3.1","0.48110938163294187","2.4550728739210417","2.5965756332248477"
"46025","6.4","21.5","18.6","1.4","22.8","6.1","16.3","6.9","3.4","5.5","0.5689515036575453","0.7856949336223246","0.948252506095909"
"8109","5.9","24.9","26.2","2.4","23.4","13.3","29.1","41.7","8.2","10.6","1.5553372626064177","2.5540275049115913","2.7668631303208904"
"27067","6.3","18.8","15.2","2.2","21.9","8.8","20.7","21.9","5","3.4","0.05445204668671134","1.1150832169322191","1.7306280925211297"
"21011","6.4","16.6","20.4","1.2","16.6","18","32.4","5","5.7","2.9","0.06039168320248468","3.3560521093952205","3.554481925631956"
"42085","6.4","21.7","19","1.1","20.6","9.9","22.3","10.7","6","5.8","0","1.7678629606131793","2.862703407122893"
"17049","6.5","17.5","13.7","3","16.1","6.9","18.7","4.7","5.7","2.6","0.032124291805385195","1.0192161672799487","1.5098417148531045"
"30087","6.2","16.2","31.9","3.8","22","10.5","32.2","48.6","4.6","6.4","0.5523665114264052","1.028918011480559","1.353839488790209"
"39117","6.5","17.6","15.4","2.7","17.6","11","16.6","4.5","5.2","3.2","0.04594136732994516","1.6739885720848766","1.9955781433944928"
"18109","6.4","16.7","13.5","1.3","18.6","11.5","15.5","5","5.4","4.3","0","0.5820535895723866","0.9391238714546986"
"29057","6.5","23.7","22.3","2.2","21.8","10.8","33.1","6.7","4.3","8.4","0.012685525815045033","0.7230749714575669","1.2051249524292782"
"33019","6.4","21.6","16","0.8","29.4","9.3","20.3","5.9","3.5","2.9","0.016002926249371312","1.204791733345526","2.114672397238352"
"42115","6.4","23.5","15","1","22.8","9.5","21.2","4.3","3.9","6.3","0.15222806531967895","1.2431958667773781","1.6560568318110525"
"47177","6.3","17.5","24.1","3.6","20.7","16.8","31","15.6","8.2","3.5","0.04016165064384146","1.2500313762895656","2.1536685157759985"
"48319","6.1","29.5","18.9","0","18.3","17.6","9.5","21.8","5.6","3.5","0","0.4735792622133599","1.1216350947158524"
"13121","5.7","11.8","9.6","2","29.7","6.8","20.6","61.1","7.5","5.5","0","1.0408644106276363","2.7447883456208633"
"9013","6.3","15.9","9","1.2","25.9","5.2","14.4","17.3","4.3","4.7","0","0.8579418564289971","1.3989036681926243"
"31141","6.1","17.5","16.6","2","18.1","11.4","15.5","23.8","5.7","2","0.07444861494555946","0.409467382200577","1.0981170704470018"
"26097","6.4","28.1","19.3","0.6","20.4","8.6","25.9","27.6","4.3","10.2","1.3227751282282012","2.9694951858184107","4.2112840817061095"
"29187","6.5","16.4","17.9","2","23.8","14","26.6","9.1","6","5","0.001530011169081534","0.8843464557291267","1.806943190685292"
"37133","6","9.3","9.6","1.7","32.2","8.2","25.5","34.6","7.1","6.9","0.0022500731273766396","0.8190266183650969","1.4113583691469973"
"46047","6.3","29.9","19.2","0.4","28.5","6.6","31.5","16","3.1","3.1","0.6343388779250071","1.099520721736679","1.9875951508316887"
"31047","5.7","16.3","17.1","5","20.8","22.3","20","43.1","6.6","3.4","0.041108279207432374","1.0482611197895257","1.800542629285538"
"40047","6.3","16.1","18.9","2.2","20.5","11.8","22.4","27.3","6.5","3.9","0.039617035325189835","0.21294156487289534","0.9095411026741499"
"48021","5.8","15","16.2","4.2","21.9","15.6","19.2","50.7","5.5","4","0.010785886667295843","1.1891440050693667","1.376548785913632"
"42021","6.4","22.5","19.9","0.9","19.9","7.5","22.2","8","5.4","5.3","0","1.3634560374167415","2.6914162821289125"
"13091","6","18.3","34.7","1.6","24.7","14.1","35.4","36.2","8.4","4.2","0.009175995595522114","1.7067351807671134","2.6610387227014134"
"19087","6.3","18.6","19.3","0.3","18.9","8.1","18.9","12.8","5.9","4.6","0.21345246959543313","0.8587738893025564","1.151650533631174"
"13047","6.4","17.6","13.4","2.3","20.1","10.9","18.4","10","5.8","3.5","0","0.6818679428231835","0.9461699665321698"
"1073","6","15.9","14.8","1.4","28.2","9","24.7","50.8","7.8","6.1","0.007441538363408286","1.2762997633894537","2.431408759146258"
"20157","6.5","26.5","28.8","0.5","16","4.8","24","5.8","2.6","1","0.321285140562249","0.7429718875502008","1.104417670682731"
"53059","6.4","20.8","17.1","3.3","25.2","7.2","17.8","14.6","6.4","6.1","0.04518344478583047","1.0392192300741008","1.6988975239472257"
"48391","5.5","22.3","28.3","2.8","25.4","18.8","27.2","59.6","8.1","5.6","0.2979818501963971","1.1648381416768252","1.9368820262765813"
"20123","6.5","23.1","16.1","0.7","13.6","5.2","20.2","5.6","8.7","1.8","0.17260316962184216","0.48642711438882785","0.9728542287776557"
"21207","6.5","19.7","24.6","1.7","20.1","18.1","33.5","6.8","8.9","6.8","0.1138627953316254","2.2430970680330202","2.5049814972957587"
"5113","6.4","22.6","22.8","2.5","21.8","11.5","32.2","12.9","4.9","10.4","0.6824121575839706","1.776207530732746","2.10531410318459"
"19091","6.4","20.5","20.2","1.1","14.9","6.9","23.1","7.6","4.8","3.7","0.13245033112582782","0.7947019867549668","1.5894039735099337"
"8033","6.3","33.9","40.6","1.8","13.1","3.6","17.1","19.8","2.4","3","0.6782945736434108","0.6782945736434108","0.6782945736434108"
"48127","4.9","17","35","6.8","29.5","31.4","58","90.2","18.7","5.9","0.5602240896358543","1.7406962785114044","3.1912765106042413"
"5069","5.7","17.5","29.7","1.5","25.9","11.6","32.3","61.9","9.4","9.3","0.13688900368050622","1.4592884354620004","3.0490088461290115"
"25023","6.5","18.1","9.4","1.4","25.4","7","11","21.2","5.4","5.1","0","0.6277794952305327","1.3628492743256977"
"41049","6","15.8","15.6","8.4","18.9","22.5","28.7","42.3","4.6","3.5","0.0805513290969301","0.6981115188400608","0.9129150630985411"
"1061","6.4","20","27.9","1.5","20.2","17.5","34.7","18.5","5.8","3.5","0","1.351250466592012","1.6312056737588652"
"29125","6.5","21.8","26.2","1.8","19.6","14.1","23.6","5.3","3.8","5.3","0.17436791630340018","2.364864864864865","3.051438535309503"
"27161","6.4","17.7","17.1","1.9","22.6","7.2","16.8","11.3","5","3.8","0.33967391304347827","0.8831521739130435","1.2176003344481605"
"1103","6.4","17.5","20.1","2.4","18.9","15.3","24.5","25.3","5.9","4.7","0.005021340697966357","0.9515440622646247","1.7122771780065278"
"30053","6.4","29","18.8","1","30.8","8.5","30.4","8.7","2.7","7.3","0.04063595265911515","0.772083100523188","1.2597145324325698"
"19057","6.4","20.6","18.6","1.2","24.7","7.1","22.5","14","9.1","3.9","0.03967761934283943","0.8753874767513949","1.9690018598884067"
"47187","6.3","13.3","5","1","16.9","4.2","6.6","16.8","4.8","2.3","0","0.3564760729766025","0.6250614143311024"
"55103","6.5","23.2","24.5","1.8","21.8","8.8","22.7","6.8","5.7","2.8","0.34404306087342545","2.291770711947173","2.313967038455136"
"29221","6.4","16.4","27","2.5","22.1","19.5","32.2","6.7","7.1","5.8","0.16669974201230403","1.3455050605278824","1.6233379638817225"
"27131","6.3","15.7","10.5","2.3","22.5","7.7","17.8","19.2","6.3","5.2","0","0.8917713822456425","1.6837641482959682"
"48161","6","19.5","29.6","3.3","17.7","17.4","24.4","35.3","7.1","2.7","0.24222850222042794","1.0244247073072266","1.4483245861929754"
"51820","6.3","16.9","16","2","33.2","12.3","27.4","26.6","11.6","4.6","0","0.6759973340950205","1.9899076454346378"
"13035","6","15.9","21.3","2.2","22.3","18.8","25.7","34.5","9.8","4.8","0","1.636017755231452","2.198266751215388"
"36095","6.4","22","19.9","1.8","23.3","9.4","20.2","9","4.5","5.8","0.021374698464075238","1.4321047970930412","1.71302940547803"
"50017","6.4","21.3","16","2.3","25","6.4","17.8","5.4","5","3.1","0.23154547967929223","1.5966270389825823","1.9283936964335084"
"48425","6.2","18.8","16.4","5","20.1","10.7","15.9","22.3","11.6","5.4","0","0.16489988221436985","0.23557126030624262"
"19129","6.4","18.8","11.2","1.3","16.9","4.8","13","6.3","4.6","3.3","0.04648383026761405","0.47147884985722827","0.7902251145494388"
"6007","6.2","18","11","3.5","33.4","9.7","28.4","29.7","5.6","7.2","0.006818181818181819","0.7890909090909091","1.791818181818182"
"38035","6.5","12.7","17","2.4","28.6","4.6","23.5","17.5","6.2","3.8","0.043373566054949825","0.6102212051868803","1.7917769701320652"
"26143","6.5","32.4","15.5","1.7","23.7","9.2","27.1","6.4","3.5","6.1","0.01636058734508569","2.06961429915334","2.7158574992842244"
"37191","5.9","16.4","14.6","2.7","27.8","14.2","30.2","47.9","7.6","4.4","0.0024465230829452877","1.539678526866901","2.5574321293721405"
"29087","6.5","25.2","24.9","0.4","17.2","5.8","22.1","4.8","4.9","3.4","1.2011400651465798","2.4022801302931596","2.9112377850162865"
"5143","6.2","11.7","15.1","4.1","25.6","13.5","25.8","32.5","6.9","4.7","0.007879250486297491","0.8007288306699825","1.6571048678994411"
"1039","6.4","20.9","24.9","2","20.9","14.8","29","17.2","6.8","7","0.09532636038660135","1.1968754137428836","1.7847213027935918"
"22069","6.1","16.6","32","1.4","31.4","13","39.6","48.9","8.2","13.3","0.24010514077743517","1.6756811403730476","2.8989536470707176"
"31037","5.7","12.9","14.5","5.8","11.2","26.6","19.6","52.3","5","1","0.31383737517831667","0.4374702805515929","1.0080836899667143"
"13071","5.9","15.3","26.4","3.4","22.3","23.6","38.9","45.2","9.8","6.9","0.028572684513604993","1.6110598268055738","2.277023165853444"
"56025","6.4","15.4","12.4","2.2","25.2","6","17.7","14.2","7.9","4","0.015904572564612324","0.9569251159708416","1.362491716368456"
"26033","6.4","18.2","16.5","1.8","23.4","7.9","27","32.7","6.2","10","0.37902388369678086","1.1474558670820354","1.7185877466251296"
"19001","6.4","21.6","23.8","0.4","17.1","5.3","21.8","5.2","4.2","4.7","0.1171569903670919","1.0674303566779484","1.210622233793283"
"39013","6.4","20.7","21.2","0.6","15.7","8.5","20.3","7.8","4.6","5.4","0.034090909090909095","1.2201704545454546","2.4105113636363638"
"19155","6.4","17.5","18.3","1.4","22.9","10","19.6","13.6","6.9","3.8","0.07943493849159493","0.8394340797355031","1.6069473367826703"
"32019","6.2","20.9","10.7","2.4","26.1","13.4","18.7","27.2","4.7","8.1","0.051943055021161984","0.9888418622547133","1.42170065409773"
"8055","5.9","33.5","27","1.1","25.3","7.9","21.1","38.7","2.9","5.3","0.22351363433169422","0.3874236328416033","1.370883623901058"
"48489","4.9","13.8","32.3","10.5","22.7","31.5","42.4","89.7","8.8","7.9","0.06776904310111141","0.849372006867263","1.1791813499593387"
"19151","6.4","22.5","17.7","0.6","15.8","10.5","20.7","7.8","3.1","5.6","0.3146374829001368","0.8481532147742818","1.4227086183310533"
"28157","5.6","17.6","33.7","0.2","24.2","18.7","44.7","72.2","11.7","6.7","0.8503745697509618","2.136059931160154","3.11804008908686"
"17015","6.4","25.1","15","1","20.5","12.1","20.4","10.6","3.3","5","0.14947683109118087","1.104828751543511","1.4297783843504257"
"55029","6.5","29.8","15.1","0.8","23.3","4.5","14","6.9","4.9","3.4","0.032391578189670686","1.0473276947993522","1.5368004318877093"
"18075","6.4","17.8","25.5","2","18.8","12","26.6","5.5","4.4","4.2","0","2.4231873147320377","3.2936526608008285"
"16025","6.3","14.9","21.8","3.9","29.6","20.5","23.4","11.3","1.8","2.4","0.35810205908683973","0.35810205908683973","0.35810205908683973"
"48225","5.9","21.6","30.5","3.3","30.2","20.4","35.9","39.2","5.5","4.5","0.501432664756447","1.4832293949098263","2.3681105680094388"
"54045","6.3","20.8","14.8","1.2","19.5","19.7","40.6","4.1","5.2","15.8","0","3.799363144000218","4.237541844705114"
"8119","6.4","22.4","8.5","1.4","29","2.2","15","14.3","2.3","4.4","0","0.44967880085653106","0.6638115631691649"
"28069","5.8","20.8","37.4","6.2","23.8","18.4","36.7","66.5","13.1","12.1","0.8894414690130069","3.9307574598316757","3.9307574598316757"
"36061","5.7","16.8","11.2","5.7","29","11.6","22","53.3","4.8","6.6","0","0","0"
"6047","5.4","11.1","11.4","8.3","33.1","29.6","30.9","74.1","9.6","11.1","0.009382586700965234","0.42573487155629747","0.9832168980386484"
"48455","6.2","25.9","24.1","4.3","23.5","16.1","29.4","22.7","6.7","8.4","0.013712718546451836","2.0226259856016457","2.2763112787110047"
"49045","6.3","8.8","5.6","3.4","18.1","7.6","11.6","18.9","6","4.1","0.010306090899721737","0.8279226356109795","1.2487546806829504"
"4019","6.1","19.8","10.9","3.5","29.1","10.6","24.6","49.6","6.3","6.3","0.07100135371833885","0.5294497497100268","1.8628674141531405"
"6105","6.3","27.8","23.9","4.2","28.5","6.1","35.6","20.4","7.1","5.8","0.3917017263890904","1.610329319599594","2.0890758740751485"
"6111","5.7","15.7","8.9","6.3","27.4","14.4","15.9","55.9","4.7","5.6","0.0006072987594100942","0.17016511238670842","0.6285542159894476"
"1009","6.4","18","19","2","18.2","16.4","22.3","14.1","5.1","6","0","1.3118872335229057","1.434004396217857"
"8097","6.3","19.3","6","2.4","22.2","2.5","7.9","19.2","3.9","2.7","0","0.47235829251224637","1.0321903428971309"
"40139","5.8","11.2","13.7","4.4","26.3","26.8","33.8","58.1","7.7","2.8","0.18410852713178294","0.5281007751937985","1.0804263565891472"
"5029","6.3","19.2","24","1.4","20.8","11.9","33.2","18.9","7.7","6.7","0.3290556103981573","1.654679640859305","2.2140741785361726"
"20059","6.5","16.5","21.8","1.4","23.4","7.2","17.7","9.9","5.1","2.8","0.06925207756232687","0.9887657740843335","1.4196675900277007"
"19023","6.4","22.3","18.7","1","17.8","5.9","18.2","4.1","5","4.7","0.06726306585054147","0.6793569650904688","0.9887670680029597"
"37197","6.3","19.7","21.9","2.7","22.7","14.4","26.6","16.5","4.9","4.8","0","1.5362182992240796","1.7809717231682551"
"5049","6.5","25.6","46.5","4.6","24.3","14.1","40.8","6.6","4.9","5.9","0.18783176806859944","1.1923233973050225","1.5843201306655779"
"27097","6.4","19.5","18.6","1.3","21.1","8.1","19","4.8","4.2","4.5","0.11446472679077054","1.0844026748599311","1.8826435327429363"
"26165","6.4","19.1","17.9","2.8","20.3","9.5","24","7.2","5.2","6.7","0.05498701695433023","1.4235527722621049","1.8542844050710248"
"35037","5.7","24.7","38.5","0.3","25.5","15.8","38.1","52.2","8.1","4.3","0.0663643402278509","0.23227519079747813","1.6369870589536557"
"29023","6.6","18.8","21.4","1.6","27.5","15.8","33.4","12.2","5.8","6.6","0.14955367574893677","1.399728933962705","2.3998691405337196"
"31005","6.3","25.8","20.6","2.8","21.7","4.4","26.5","7.6","1.1","0.4","0","0","0"
"45035","6.1","14","14.6","2.8","27.3","9.6","18.8","37","7.6","5.5","0.016110724616454908","0.8289700120830434","1.252242686097177"
"40109","6","13.7","12.5","2.8","26.9","11.6","25.4","45.3","8.2","4.6","0.0008349185189102086","0.5340695459295635","1.7017030946254903"
"13241","6.3","28.3","19.5","1.5","24.4","14.4","30.6","12.2","4.6","4.2","0","1.5482919636274268","1.9107888916195626"
"8045","6.1","13.3","10.3","2.9","24.7","10.4","14","33.7","6.1","3.9","0.0035467910408058315","0.4061075741722676","0.7199985812835836"
"2110","6.3","13.9","8","3.1","21.5","4.6","12","37.5","5.1","5.1","0.04156674660271783","1.6818545163868905","2.1135091926458833"
"19035","6.4","23.5","18.9","0.3","13.7","6.5","22.7","9.4","5","2.8","0.207090788601723","0.6626905235255135","1.4744864148442676"
"6017","6.3","21.5","9.8","2.2","26.2","5.3","13.6","23.7","3.9","4.7","0","0.7400943344121773","1.1924355731312617"
"48445","5.6","14.8","21.3","2.7","25.1","27","38.7","59.1","10.6","8","0.06323610781756382","0.9959686981266304","1.849656153663742"
"13101","5.9","15.7","49.3","3.5","14.8","21","32.8","41.6","5.3","3.9","0.421417947446703","0.8676251859196827","0.8676251859196827"
"27041","6.5","22.6","16.4","0.9","23","4.7","14.2","4.7","4.9","3.2","0.17217917742786526","1.2108084090088589","1.8273209475408927"
"31077","6.3","25.4","25.7","1.4","20.2","8.3","18.5","4.1","5","1.9","0.7486209613869189","0.8274231678486997","0.8274231678486997"
"39053","6.5","18.9","25.6","1.4","23.4","14.9","26.1","7.2","3.2","4.6","0.4202495635869916","2.033361349970906","2.4891704920152584"
"48097","6.2","18.3","21.8","4.4","21","12.1","21.2","26.3","7.6","3.8","0.02861825844889039","0.9444025288133829","1.6260374118687724"
"29155","6.2","16.9","22","3.2","26.9","20.2","40.5","32","10.4","11.2","0","1.3664188893747269","3.7822474857892434"
"48361","6.4","15.6","11.3","2.3","16.7","11","21.2","20.7","6","5.4","0","0.992216234710461","1.6520644696164326"
"22117","6.1","18.2","30.3","2","25.2","18.4","39","35.4","11.1","10.3","0.09116350067842605","1.5455393487109905","2.6670624151967437"
"20017","6.4","23.8","23","1.1","16.9","6.5","24.7","10.2","5.3","0.7","2.5806451612903225","2.6523297491039424","2.6523297491039424"
"13175","5.9","17.4","28.2","1.9","27.5","13.6","35.7","43","10.2","5.1","0.039228641037287855","1.6558615848370979","2.7129702275261183"
"28017","5.9","17.7","34.7","1.7","26.5","23.4","36.7","50.9","12.5","2.3","0.07474701011959523","1.6731830726770929","2.644894204231831"
"46109","6.3","19.9","22.4","4.4","17.2","10.2","34.6","45.5","10.8","5","0.29559562518474725","0.9163464380727164","1.537097250960686"
"21125","6.5","16.4","18.8","2.4","20.8","17.5","33","4.5","7.6","5.1","0.008496321092966745","1.733249502965216","2.418052983058336"
"34029","6.3","22.2","15.1","2.2","30.3","7.2","17.2","16.1","3.4","5.7","0","1.2404456030261877","1.980862588389554"
"17137","6.4","19.8","22","0.5","23.5","10.6","24.5","12.5","6.6","6.3","0.19973556136945453","1.1956001912960306","2.199904351984696"
"46009","6.3","19.9","22.6","0.2","18.5","11.4","24.2","14.3","2.7","3","1.3012729844413014","1.4710042432814712","1.4992927864214993"
"21079","6.5","18","17.3","2.5","20.2","14.5","25.1","6.9","6.3","4.1","0","1.7147587511825921","1.933538315988647"
"53015","6.4","19","12.8","3.2","29","10.1","20.9","18.2","5.7","6.1","0.006835269993164729","0.5770920808514793","1.5623474270090811"
"26113","6.5","20.5","17.9","2.8","23.3","9.8","23.8","7.4","4.3","7.7","0.03367230116506162","1.1987339214761936","1.3266886659034278"
"31111","6.3","19.3","14","1.4","24","6.1","20.9","13.1","5.2","3.5","0.013778659611992945","0.6889329805996472","2.025462962962963"
"13025","6.2","16.1","27.4","1.2","21.7","18.7","31.5","8.6","3.2","4.7","0.043452283960675686","1.2655477703546791","1.3959046222367064"
"24009","6.3","15","8.6","0.7","17.2","5.5","7.9","23.5","4.2","2.9","0","0.6569976447254245","0.908302061146985"
"51195","6.5","18.1","31.9","0.7","21.3","21.8","29.3","8.9","5.5","10.6","0","2.3593553990157288","3.148219627520988"
"39095","6.6","16.3","13.8","1.3","26.2","9.8","26.1","32.4","8.6","7.3","0","0.5927820467842875","2.419791089030477"
"46085","6.3","15.8","22.8","5.1","17.9","8.9","38.2","46.1","9","5.9","0.6924101198402131","2.0505992010652463","2.130492676431425"
"48381","6.2","15.1","9.4","1.9","23.4","6.3","16.6","30.8","7.1","3.2","0.0033133153862083247","0.23027541934147858","0.8523503831020915"
"37001","6.1","16.7","16.2","1.8","25.7","12.3","24.4","37.9","7.2","5.1","0.02845213754954311","0.8383455412853749","1.6032448670358828"
"54075","6.2","25.7","30.6","0.2","18.5","17.5","33.6","1.3","1.8","9.3","1.3304278013533661","2.764078449363459","3.073746989333639"
"19077","6.4","22.4","17","1.3","18.3","5.6","15.8","6","5","3.6","0.10041993792222019","0.6116487127989776","0.9220376118312945"
"20143","6.4","20.2","22.4","1","23.4","5","24.2","6.6","5.1","4.1","0.24626498111968478","0.4268593006074536","0.5746182892792645"
"17079","6.5","19.6","15.2","2.5","17.8","8","18.3","2.9","4.8","4.7","0.051557022066405445","1.4229738090327901","2.1550835223757474"
"49035","6.2","11","8.1","3.2","24.7","8.2","15","30.2","5.1","3.9","0","0.13752179127960337","0.8477596864969335"
"28143","5.6","13.3","17.8","8.3","35.2","15.9","48","81.6","14.7","13.1","0.16700686583781776","2.03191686769345","2.7834477639636295"
"48191","5.9","22.6","32","4.9","13.3","17.4","33.4","45.2","9.8","9.7","0.44736057262153295","0.8350730688935281","2.4157470921562783"
"13293","6.1","18.1","24.1","0.4","27.4","17.3","32.6","33.2","6.5","3.2","0.09943652635067948","2.3128199462306194","3.3108680440466984"
"21143","6.3","26.1","20.6","0.8","15.6","10.8","18.3","10.3","1.5","3.2","0.024055809477988934","0.39692085638681746","0.5532836179937455"
"38099","6.2","20.9","24","1.5","18.2","12.9","21.1","16.5","2.9","2.4","0.2608148214767515","0.629553017357676","1.4030038672542495"
"17201","6.2","17.5","14.5","1.9","26.7","11.8","25.7","32.8","8.4","7.9","0","0.6990307045172828","2.0401942655097436"
"18045","6.4","19.5","13.5","1.2","20.2","12.1","19.9","5.2","7.2","4.9","0.08700696055684454","1.1078886310904872","1.4501160092807424"
"45047","6.1","18.5","21.8","2","24.3","14","30","41.1","9.5","5.7","0.010048664245417092","1.0063019480053401","2.3844044730911125"
"48289","6.1","24.2","27.8","2.7","15.3","16.6","28.5","24.6","5.6","6.3","0.40473781322540325","1.4284863996190702","1.6368073328968513"
"22103","6.4","17.1","9.9","1.5","24.3","8.7","19","22.9","7.4","5.2","0.0034226063147086505","0.7302986224009583","1.070847950714469"
"54105","6.4","20.3","24.5","1.3","20.4","18.1","32","3.3","2.5","3","0.01749169144656288","1.8891026762287912","2.413853419625678"
"20133","6.4","19.7","22.8","3.1","20.2","9","22.8","11.1","6.9","4.7","0.07873062015503876","0.5995639534883721","2.119670542635659"
"38061","6.4","11.2","22.1","5.2","10.5","10.5","23.8","43.1","6","3.8","0.23458881793301184","0.7298318780138147","1.0295842564837743"
"27063","6.4","21.9","15.7","1.3","17.7","7.2","17.6","8.6","3.4","3.1","0.22404052211182543","0.6916033508669395","1.1786479641535164"
"39039","6.5","18.5","15.5","1.2","16.9","7.9","17.4","14.4","6.7","5.1","0","0.9990521812639291","1.841842354689141"
"30023","6.2","23.9","20.9","0.8","27.2","9.3","33.3","11.3","9.4","4.4","0","0.2688750268875027","2.5812002581200257"
"2275","6.2","24.7","22.4","1.8","20.5","15.2","18.9","43.2","5.3","5.7","0.3799071338117349","0.7176023638666104","1.9839594765723934"
"48255","5.5","14.1","25.7","5.3","18.2","24.9","29.9","65.5","8.8","3.3","0.040474905558553695","0.4924446842957366","1.194009713977334"
"49011","6.2","10.1","7.2","1.9","18.1","4.3","10.6","17.5","5.6","2.4","0","0.1801102196235305","0.5997148254855961"
"19013","6.3","16.5","15.1","2","25.7","7.9","23.7","20.3","5.8","5.2","0.042718742848424744","0.6674803570066367","1.7491799527042489"
"8075","6.2","17.3","14.2","4.5","23","8.6","27.4","24.9","4.5","3.4","0.19815932009335505","1.4883966709234224","2.3647012197807036"
"19193","6.1","15","17","2.3","22.4","12.3","22.4","29.6","8.4","4.4","0.08123556355948792","0.4766472223309713","1.4221117331558548"
"31175","6.3","25","23.8","2","13.9","6.1","18.4","3.5","3.8","0.5","0.18779342723004694","0.6103286384976526","1.0093896713615023"
"48051","6","20.7","22.1","3.6","14.6","17.2","19.2","36.3","2.7","5.5","0.13382207482399489","1.256763833129691","1.722231919474021"
"20079","6.3","19.4","16.9","2.8","19.3","8.3","19.2","18.6","6.1","3.5","0.0028831737977165262","0.5189712835889747","1.314727251758736"
"13057","6.1","14.1","6.1","1.1","22.6","8.1","13.1","22.9","6.1","4.1","0","0.31071258619241787","0.7156653261549084"
"21199","6.5","18.7","22.1","1","25.2","16.6","34","6.5","7.5","5.6","0.19028590457161887","1.7934446505875077","2.4451738737453024"
"37079","5.8","16.7","25.3","3.4","28.7","22.4","33","53.6","7.6","6.9","0.004681209624566988","1.9801516711918359","2.387416908529164"
"13015","6.1","14","20.3","1.7","24","13.4","21","24.3","6.6","5.6","0","1.1062631668280798","1.39580858052857"
"17057","6.4","20.2","17.8","1","18.9","10.5","24.7","8.7","4.7","7.3","0.14837195500283254","0.6366505705576088","1.235533734387224"
